Date_Time,Region,PM1,PM2_5,PM10
2019-01-02 06:56,PMS70035,165,271,308
2019-01-02 06:57,PMS70035,164,275,313
2019-01-02 06:58,PMS70035,168,286,309
2019-01-02 06:59,PMS70035,170,278,319
2019-01-02 07:00,PMS70035,171,279,321
2019-01-02 07:01,PMS70035,168,281,316
2019-01-02 07:02,PMS70035,172,290,328
2019-01-02 07:03,PMS70035,162,265,289
2019-01-02 07:04,PMS70035,161,263,298
2019-01-02 07:05,PMS70035,165,278,313
2019-01-02 07:06,PMS70035,161,267,305
2019-01-02 07:07,PMS70035,163,270,301
2019-01-02 07:08,PMS70035,162,274,302
2019-01-02 07:09,PMS70035,164,268,291
2019-01-02 07:10,PMS70035,169,276,301
2019-01-02 07:11,PMS70035,159,257,281
2019-01-02 07:12,PMS70035,163,272,297
2019-01-02 07:13,PMS70035,159,267,295
2019-01-02 07:14,PMS70035,163,271,301
2019-01-02 07:15,PMS70035,163,271,307
2019-01-02 07:16,PMS70035,164,261,299
2019-01-02 07:17,PMS70035,170,287,316
2019-01-02 07:18,PMS70035,167,274,304
2019-01-02 07:19,PMS70035,170,283,316
2019-01-02 07:20,PMS70035,169,265,290
2019-01-02 07:21,PMS70035,168,285,310
2019-01-02 07:22,PMS70035,175,297,331
2019-01-02 07:23,PMS70035,170,274,306
2019-01-02 07:24,PMS70035,177,288,316
2019-01-02 07:25,PMS70035,179,309,345
2019-01-02 07:26,PMS70035,177,297,333
2019-01-02 07:27,PMS70035,183,299,324
2019-01-02 07:28,PMS70035,179,299,333
2019-01-02 07:29,PMS70035,177,292,330
2019-01-02 07:30,PMS70035,181,303,343
2019-01-02 07:31,PMS70035,177,297,331
2019-01-02 07:32,PMS70035,184,309,354
2019-01-02 07:33,PMS70035,179,297,335
2019-01-02 07:34,PMS70035,175,301,339
2019-01-02 07:35,PMS70035,167,282,314
2019-01-02 07:36,PMS70035,172,281,316
2019-01-02 07:37,PMS70035,178,296,326
2019-01-02 07:38,PMS70035,182,297,326
2019-01-02 07:39,PMS70035,189,315,354
2019-01-02 07:40,PMS70035,184,303,333
2019-01-02 07:41,PMS70035,179,312,350
2019-01-02 07:42,PMS70035,192,312,353
2019-01-02 07:43,PMS70035,190,315,340
2019-01-02 07:44,PMS70035,187,313,341
2019-01-02 07:45,PMS70035,194,329,365
2019-01-02 07:46,PMS70035,187,320,351
2019-01-02 07:47,PMS70035,183,316,349
2019-01-02 07:48,PMS70035,189,313,359
2019-01-02 07:49,PMS70035,190,312,347
2019-01-02 07:50,PMS70035,191,321,367
2019-01-02 07:51,PMS70035,185,308,349
2019-01-02 07:52,PMS70035,183,308,351
2019-01-02 07:53,PMS70035,182,303,340
2019-01-02 07:54,PMS70035,191,313,351
2019-01-02 07:55,PMS70035,183,303,348
2019-01-02 07:56,PMS70035,183,312,349
2019-01-02 07:57,PMS70035,185,309,334
2019-01-02 07:58,PMS70035,186,303,333
2019-01-02 07:59,PMS70035,183,307,349
2019-01-02 08:00,PMS70035,170,276,310
2019-01-02 08:01,PMS70035,180,304,343
2019-01-02 08:02,PMS70035,175,292,320
2019-01-02 08:03,PMS70035,179,300,330
2019-01-02 08:04,PMS70035,185,307,350
2019-01-02 08:05,PMS70035,179,294,320
2019-01-02 08:06,PMS70035,182,304,337
2019-01-02 08:07,PMS70035,183,302,332
2019-01-02 08:08,PMS70035,181,298,340
2019-01-02 08:09,PMS70035,186,314,369
2019-01-02 08:10,PMS70035,187,313,343
2019-01-02 08:11,PMS70035,189,315,360
2019-01-02 08:12,PMS70035,191,317,355
2019-01-02 08:13,PMS70035,189,315,348
2019-01-02 08:14,PMS70035,189,328,376
2019-01-02 08:15,PMS70035,187,306,339
2019-01-02 08:16,PMS70035,188,321,355
2019-01-02 08:17,PMS70035,187,304,342
2019-01-02 08:18,PMS70035,189,319,352
2019-01-02 08:19,PMS70035,183,305,337
2019-01-02 08:20,PMS70035,188,309,345
2019-01-02 08:21,PMS70035,184,307,338
2019-01-02 08:22,PMS70035,190,319,356
2019-01-02 08:23,PMS70035,187,311,339
2019-01-02 08:24,PMS70035,178,300,335
2019-01-02 08:25,PMS70035,189,319,359
2019-01-02 08:26,PMS70035,189,313,349
2019-01-02 08:27,PMS70035,189,309,351
2019-01-02 08:28,PMS70035,191,326,366
2019-01-02 08:29,PMS70035,191,318,356
2019-01-02 08:30,PMS70035,195,321,355
2019-01-02 08:31,PMS70035,188,312,343
2019-01-02 08:32,PMS70035,189,319,352
2019-01-02 08:33,PMS70035,186,315,362
2019-01-02 08:34,PMS70035,192,321,363
2019-01-02 08:35,PMS70035,188,321,353
2019-01-02 08:36,PMS70035,185,307,350
2019-01-02 08:37,PMS70035,187,308,340
2019-01-02 08:38,PMS70035,188,317,342
2019-01-02 08:39,PMS70035,191,320,371
2019-01-02 08:40,PMS70035,190,318,359
2019-01-02 08:41,PMS70035,190,317,346
2019-01-02 08:42,PMS70035,192,325,362
2019-01-02 08:43,PMS70035,193,330,364
2019-01-02 08:44,PMS70035,194,329,365
2019-01-02 08:45,PMS70035,201,337,368
2019-01-02 08:46,PMS70035,199,336,377
2019-01-02 08:47,PMS70035,192,322,371
2019-01-02 08:48,PMS70035,186,316,349
2019-01-02 08:49,PMS70035,185,305,339
2019-01-02 08:50,PMS70035,193,322,355
2019-01-02 08:51,PMS70035,196,333,369
2019-01-02 08:52,PMS70035,195,339,390
2019-01-02 08:53,PMS70035,193,333,371
2019-01-02 08:54,PMS70035,190,323,367
2019-01-02 08:55,PMS70035,196,329,367
2019-01-02 08:56,PMS70035,192,319,353
2019-01-02 08:57,PMS70035,193,331,358
2019-01-02 08:58,PMS70035,191,319,357
2019-01-02 08:59,PMS70035,189,319,352
2019-01-02 09:00,PMS70035,195,333,364
2019-01-02 09:01,PMS70035,189,319,361
2019-01-02 09:02,PMS70035,195,323,368
2019-01-02 09:03,PMS70035,189,318,358
2019-01-02 09:04,PMS70035,187,317,349
2019-01-02 09:05,PMS70035,185,308,347
2019-01-02 09:06,PMS70035,187,313,351
2019-01-02 09:07,PMS70035,185,315,346
2019-01-02 09:08,PMS70035,187,319,355
2019-01-02 09:09,PMS70035,187,309,346
2019-01-02 09:10,PMS70035,189,308,345
2019-01-02 09:11,PMS70035,181,304,347
2019-01-02 09:12,PMS70035,185,317,366
2019-01-02 09:13,PMS70035,182,306,345
2019-01-02 09:14,PMS70035,188,315,352
2019-01-02 09:15,PMS70035,177,297,330
2019-01-02 09:16,PMS70035,182,307,345
2019-01-02 09:17,PMS70035,180,306,344
2019-01-02 09:18,PMS70035,184,308,342
2019-01-02 09:19,PMS70035,187,317,355
2019-01-02 09:20,PMS70035,182,304,344
2019-01-02 09:21,PMS70035,183,308,339
2019-01-02 09:22,PMS70035,177,304,347
2019-01-02 09:23,PMS70035,176,300,341
2019-01-02 09:24,PMS70035,177,294,325
2019-01-02 09:25,PMS70035,171,293,327
2019-01-02 09:26,PMS70035,169,288,323
2019-01-02 09:27,PMS70035,169,290,315
2019-01-02 09:28,PMS70035,172,304,338
2019-01-02 09:29,PMS70035,176,294,329
2019-01-02 09:30,PMS70035,168,280,309
2019-01-02 09:31,PMS70035,166,282,315
2019-01-02 09:32,PMS70035,161,277,316
2019-01-02 09:33,PMS70035,166,281,320
2019-01-02 09:34,PMS70035,167,289,318
2019-01-02 09:35,PMS70035,166,280,309
2019-01-02 09:36,PMS70035,163,277,317
2019-01-02 09:37,PMS70035,164,269,294
2019-01-02 09:38,PMS70035,164,277,307
2019-01-02 09:39,PMS70035,161,258,288
2019-01-02 09:40,PMS70035,163,265,306
2019-01-02 09:41,PMS70035,158,259,280
2019-01-02 09:42,PMS70035,164,281,323
2019-01-02 09:43,PMS70035,164,263,287
2019-01-02 09:44,PMS70035,157,265,291
2019-01-02 09:45,PMS70035,156,270,294
2019-01-02 09:46,PMS70035,160,269,300
2019-01-02 09:47,PMS70035,159,266,301
2019-01-02 09:48,PMS70035,162,275,299
2019-01-02 09:49,PMS70035,161,269,302
2019-01-02 09:50,PMS70035,162,277,305
2019-01-02 09:51,PMS70035,159,266,291
2019-01-02 09:52,PMS70035,161,270,312
2019-01-02 09:53,PMS70035,165,275,308
2019-01-02 09:54,PMS70035,164,276,302
2019-01-02 09:55,PMS70035,161,273,304
2019-01-02 09:56,PMS70035,160,259,296
2019-01-02 09:57,PMS70035,161,269,297
2019-01-02 09:58,PMS70035,161,267,295
2019-01-02 09:59,PMS70035,160,264,304
2019-01-02 10:00,PMS70035,161,269,311
2019-01-02 10:01,PMS70035,152,255,283
2019-01-02 10:02,PMS70035,151,254,279
2019-01-02 10:03,PMS70035,153,254,283
2019-01-02 10:04,PMS70035,150,255,288
2019-01-02 10:05,PMS70035,157,257,287
2019-01-02 10:06,PMS70035,157,263,289
2019-01-02 10:07,PMS70035,147,247,280
2019-01-02 10:08,PMS70035,151,251,284
2019-01-02 10:09,PMS70035,152,252,279
2019-01-02 10:10,PMS70035,151,251,286
2019-01-02 10:11,PMS70035,155,258,290
2019-01-02 10:12,PMS70035,146,247,268
2019-01-02 10:13,PMS70035,151,250,286
2019-01-02 10:14,PMS70035,150,246,271
2019-01-02 10:15,PMS70035,152,250,269
2019-01-02 10:16,PMS70035,149,248,271
2019-01-02 10:17,PMS70035,147,242,266
2019-01-02 10:18,PMS70035,147,246,273
2019-01-02 10:19,PMS70035,151,244,263
2019-01-02 10:20,PMS70035,146,246,274
2019-01-02 10:21,PMS70035,151,247,282
2019-01-02 10:22,PMS70035,145,240,273
2019-01-02 10:23,PMS70035,152,248,283
2019-01-02 10:24,PMS70035,149,249,286
2019-01-02 10:25,PMS70035,148,250,278
2019-01-02 10:26,PMS70035,144,242,271
2019-01-02 10:27,PMS70035,142,240,276
2019-01-02 10:28,PMS70035,146,236,269
2019-01-02 10:29,PMS70035,139,239,270
2019-01-02 10:30,PMS70035,140,234,264
2019-01-02 10:31,PMS70035,138,223,251
2019-01-02 10:32,PMS70035,134,232,261
2019-01-02 10:33,PMS70035,129,216,242
2019-01-02 10:34,PMS70035,135,229,258
2019-01-02 10:35,PMS70035,132,225,249
2019-01-02 10:36,PMS70035,130,221,248
2019-01-02 10:37,PMS70035,134,220,252
2019-01-02 10:38,PMS70035,133,220,239
2019-01-02 10:39,PMS70035,131,213,233
2019-01-02 10:40,PMS70035,129,211,226
2019-01-02 10:41,PMS70035,130,212,239
2019-01-02 10:42,PMS70035,127,205,231
2019-01-02 10:43,PMS70035,126,205,223
2019-01-02 10:44,PMS70035,119,195,217
2019-01-02 10:45,PMS70035,118,196,231
2019-01-02 10:46,PMS70035,119,193,219
2019-01-02 10:47,PMS70035,127,201,224
2019-01-02 10:48,PMS70035,118,191,207
2019-01-02 10:49,PMS70035,122,202,226
2019-01-02 10:50,PMS70035,120,193,211
2019-01-02 10:51,PMS70035,120,197,217
2019-01-02 10:52,PMS70035,118,191,208
2019-01-02 10:53,PMS70035,119,195,217
2019-01-02 10:54,PMS70035,121,201,221
2019-01-02 10:55,PMS70035,117,193,211
2019-01-02 10:56,PMS70035,119,195,217
2019-01-02 10:57,PMS70035,117,199,217
2019-01-02 10:58,PMS70035,115,195,214
2019-01-02 10:59,PMS70035,117,197,223
2019-01-02 11:00,PMS70035,114,191,211
2019-01-02 11:01,PMS70035,118,198,222
2019-01-02 11:02,PMS70035,122,205,228
2019-01-02 11:03,PMS70035,119,193,213
2019-01-02 11:04,PMS70035,118,195,222
2019-01-02 11:05,PMS70035,117,182,205
2019-01-02 11:06,PMS70035,112,179,201
2019-01-02 11:07,PMS70035,114,187,207
2019-01-02 11:08,PMS70035,118,190,212
2019-01-02 11:09,PMS70035,115,185,205
2019-01-02 11:10,PMS70035,115,191,208
2019-01-02 11:11,PMS70035,115,185,207
2019-01-02 11:12,PMS70035,111,179,206
2019-01-02 11:13,PMS70035,111,183,204
2019-01-02 11:14,PMS70035,116,188,211
2019-01-02 11:15,PMS70035,113,183,201
2019-01-02 11:16,PMS70035,109,177,190
2019-01-02 11:17,PMS70035,105,173,190
2019-01-02 11:18,PMS70035,102,169,194
2019-01-02 11:19,PMS70035,105,166,184
2019-01-02 11:20,PMS70035,105,168,189
2019-01-02 11:21,PMS70035,102,161,180
2019-01-02 11:22,PMS70035,105,167,182
2019-01-02 11:23,PMS70035,102,163,181
2019-01-02 11:24,PMS70035,101,171,193
2019-01-02 11:25,PMS70035,102,167,187
2019-01-02 11:26,PMS70035,106,172,192
2019-01-02 11:27,PMS70035,107,168,186
2019-01-02 11:28,PMS70035,107,176,197
2019-01-02 11:29,PMS70035,108,167,180
2019-01-02 11:30,PMS70035,103,169,190
2019-01-02 11:31,PMS70035,110,174,198
2019-01-02 11:32,PMS70035,105,173,193
2019-01-02 11:33,PMS70035,109,171,187
2019-01-02 11:34,PMS70035,109,177,203
2019-01-02 11:35,PMS70035,103,170,184
2019-01-02 11:36,PMS70035,109,179,198
2019-01-02 11:37,PMS70035,103,169,191
2019-01-02 11:38,PMS70035,105,178,193
2019-01-02 11:39,PMS70035,110,182,197
2019-01-02 11:40,PMS70035,111,173,189
2019-01-02 11:41,PMS70035,103,168,186
2019-01-02 11:42,PMS70035,107,173,197
2019-01-02 11:43,PMS70035,106,170,187
2019-01-02 11:44,PMS70035,105,171,189
2019-01-02 11:45,PMS70035,107,169,187
2019-01-02 11:46,PMS70035,102,168,184
2019-01-02 11:47,PMS70035,102,169,187
2019-01-02 11:48,PMS70035,102,162,184
2019-01-02 11:49,PMS70035,97,157,177
2019-01-02 11:50,PMS70035,99,159,178
2019-01-02 11:51,PMS70035,99,154,166
2019-01-02 11:52,PMS70035,98,160,174
2019-01-02 11:53,PMS70035,94,152,170
2019-01-02 11:54,PMS70035,91,147,159
2019-01-02 11:55,PMS70035,88,142,165
2019-01-02 11:56,PMS70035,87,145,159
2019-01-02 11:57,PMS70035,90,144,160
2019-01-02 11:58,PMS70035,92,143,157
2019-01-02 11:59,PMS70035,87,141,151
2019-01-02 12:00,PMS70035,90,140,153
2019-01-02 12:01,PMS70035,89,140,155
2019-01-02 12:02,PMS70035,89,140,154
2019-01-02 12:03,PMS70035,87,143,161
2019-01-02 12:04,PMS70035,85,141,153
2019-01-02 12:05,PMS70035,85,136,148
2019-01-02 12:06,PMS70035,85,134,145
2019-01-02 12:07,PMS70035,87,132,145
2019-01-02 12:08,PMS70035,89,142,160
2019-01-02 12:09,PMS70035,87,137,145
2019-01-02 12:10,PMS70035,81,131,148
2019-01-02 12:11,PMS70035,86,136,147
2019-01-02 12:12,PMS70035,82,132,147
2019-01-02 12:13,PMS70035,82,125,137
2019-01-02 12:14,PMS70035,84,133,145
2019-01-02 12:15,PMS70035,89,137,155
2019-01-02 12:16,PMS70035,83,133,149
2019-01-02 12:17,PMS70035,85,133,147
2019-01-02 12:18,PMS70035,86,137,149
2019-01-02 12:19,PMS70035,85,133,150
2019-01-02 12:20,PMS70035,86,141,153
2019-01-02 12:21,PMS70035,82,130,140
2019-01-02 12:22,PMS70035,83,132,148
2019-01-02 12:23,PMS70035,85,134,145
2019-01-02 12:24,PMS70035,86,135,153
2019-01-02 12:25,PMS70035,84,135,151
2019-01-02 12:26,PMS70035,85,130,141
2019-01-02 12:27,PMS70035,85,133,152
2019-01-02 12:28,PMS70035,84,134,144
2019-01-02 12:29,PMS70035,87,132,144
2019-01-02 12:30,PMS70035,85,136,147
2019-01-02 12:31,PMS70035,84,135,147
2019-01-02 12:32,PMS70035,84,129,144
2019-01-02 12:33,PMS70035,84,130,144
2019-01-02 12:34,PMS70035,83,130,142
2019-01-02 12:35,PMS70035,86,138,151
2019-01-02 12:36,PMS70035,87,137,145
2019-01-02 12:37,PMS70035,83,134,151
2019-01-02 12:38,PMS70035,84,131,142
2019-01-02 12:39,PMS70035,84,133,145
2019-01-02 12:40,PMS70035,86,132,144
2019-01-02 12:41,PMS70035,90,140,157
2019-01-02 12:42,PMS70035,90,141,151
2019-01-02 12:43,PMS70035,89,136,143
2019-01-02 12:44,PMS70035,77,126,138
2019-01-02 12:45,PMS70035,86,138,153
2019-01-02 12:46,PMS70035,83,131,142
2019-01-02 12:47,PMS70035,85,134,141
2019-01-02 12:48,PMS70035,82,126,134
2019-01-02 12:49,PMS70035,80,129,134
2019-01-02 12:50,PMS70035,85,132,145
2019-01-02 12:51,PMS70035,83,135,148
2019-01-02 12:52,PMS70035,85,136,147
2019-01-02 12:53,PMS70035,84,133,149
2019-01-02 12:54,PMS70035,84,131,148
2019-01-02 12:55,PMS70035,82,129,137
2019-01-02 12:56,PMS70035,83,131,145
2019-01-02 12:57,PMS70035,86,131,145
2019-01-02 12:58,PMS70035,83,127,136
2019-01-02 12:59,PMS70035,87,139,146
2019-01-02 13:00,PMS70035,84,130,144
2019-01-02 13:01,PMS70035,87,132,144
2019-01-02 13:02,PMS70035,83,132,145
2019-01-02 13:03,PMS70035,87,134,140
2019-01-02 13:04,PMS70035,83,130,143
2019-01-02 13:05,PMS70035,85,132,139
2019-01-02 13:06,PMS70035,84,129,139
2019-01-02 13:07,PMS70035,86,133,144
2019-01-02 13:08,PMS70035,87,136,151
2019-01-02 13:09,PMS70035,85,136,142
2019-01-02 13:10,PMS70035,82,126,133
2019-01-02 13:11,PMS70035,86,138,146
2019-01-02 13:12,PMS70035,81,134,145
2019-01-02 13:13,PMS70035,88,135,147
2019-01-02 13:14,PMS70035,85,132,144
2019-01-02 13:15,PMS70035,90,139,149
2019-01-02 13:16,PMS70035,87,132,141
2019-01-02 13:17,PMS70035,86,132,141
2019-01-02 13:18,PMS70035,90,139,152
2019-01-02 13:19,PMS70035,87,137,145
2019-01-02 13:20,PMS70035,87,134,145
2019-01-02 13:21,PMS70035,88,137,148
2019-01-02 13:22,PMS70035,83,126,139
2019-01-02 13:23,PMS70035,85,128,138
2019-01-02 13:24,PMS70035,84,135,143
2019-01-02 13:25,PMS70035,86,140,145
2019-01-02 13:26,PMS70035,87,135,145
2019-01-02 13:27,PMS70035,88,136,151
2019-01-02 13:28,PMS70035,83,132,142
2019-01-02 13:29,PMS70035,84,128,137
2019-01-02 13:30,PMS70035,86,137,145
2019-01-02 13:31,PMS70035,79,123,133
2019-01-02 13:32,PMS70035,83,127,132
2019-01-02 13:33,PMS70035,78,123,136
2019-01-02 13:34,PMS70035,82,125,136
2019-01-02 13:35,PMS70035,80,126,136
2019-01-02 13:36,PMS70035,82,132,142
2019-01-02 13:37,PMS70035,86,128,133
2019-01-02 13:38,PMS70035,81,123,131
2019-01-02 13:39,PMS70035,82,127,141
2019-01-02 13:40,PMS70035,87,133,142
2019-01-02 13:41,PMS70035,85,130,140
2019-01-02 13:42,PMS70035,82,132,137
2019-01-02 13:43,PMS70035,80,122,133
2019-01-02 13:44,PMS70035,83,127,137
2019-01-02 13:45,PMS70035,79,122,130
2019-01-02 13:46,PMS70035,81,130,136
2019-01-02 13:47,PMS70035,81,124,134
2019-01-02 13:48,PMS70035,78,122,131
2019-01-02 13:49,PMS70035,80,122,128
2019-01-02 13:50,PMS70035,78,117,126
2019-01-02 13:51,PMS70035,81,124,137
2019-01-02 13:52,PMS70035,79,122,131
2019-01-02 13:53,PMS70035,80,124,136
2019-01-02 13:54,PMS70035,83,130,136
2019-01-02 13:55,PMS70035,80,122,131
2019-01-02 13:56,PMS70035,79,124,136
2019-01-02 13:57,PMS70035,82,128,138
2019-01-02 13:58,PMS70035,82,126,138
2019-01-02 13:59,PMS70035,81,124,133
2019-01-02 14:00,PMS70035,80,127,140
2019-01-02 14:01,PMS70035,84,127,135
2019-01-02 14:02,PMS70035,81,123,133
2019-01-02 14:03,PMS70035,79,122,131
2019-01-02 14:04,PMS70035,79,123,128
2019-01-02 14:05,PMS70035,82,126,138
2019-01-02 14:06,PMS70035,78,119,130
2019-01-02 14:07,PMS70035,78,117,127
2019-01-02 14:08,PMS70035,76,112,122
2019-01-02 14:09,PMS70035,78,119,129
2019-01-02 14:10,PMS70035,76,118,128
2019-01-02 14:11,PMS70035,78,122,127
2019-01-02 14:12,PMS70035,74,118,127
2019-01-02 14:13,PMS70035,75,111,119
2019-01-02 14:14,PMS70035,74,113,121
2019-01-02 14:15,PMS70035,71,106,115
2019-01-02 14:16,PMS70035,67,102,109
2019-01-02 14:17,PMS70035,69,104,114
2019-01-02 14:18,PMS70035,67,107,117
2019-01-02 14:19,PMS70035,69,109,115
2019-01-02 14:20,PMS70035,67,103,108
2019-01-02 14:21,PMS70035,68,108,118
2019-01-02 14:22,PMS70035,70,104,115
2019-01-02 14:23,PMS70035,71,113,122
2019-01-02 14:24,PMS70035,69,103,114
2019-01-02 14:25,PMS70035,75,117,125
2019-01-02 14:26,PMS70035,70,109,117
2019-01-02 14:27,PMS70035,68,111,117
2019-01-02 14:28,PMS70035,67,103,113
2019-01-02 14:29,PMS70035,70,111,123
2019-01-02 14:30,PMS70035,69,108,116
2019-01-02 14:31,PMS70035,67,110,117
2019-01-02 14:32,PMS70035,70,108,119
2019-01-02 14:33,PMS70035,65,106,115
2019-01-02 14:34,PMS70035,68,106,120
2019-01-02 14:35,PMS70035,67,105,116
2019-01-02 14:36,PMS70035,70,109,117
2019-01-02 14:37,PMS70035,66,105,110
2019-01-02 14:38,PMS70035,71,107,116
2019-01-02 14:39,PMS70035,66,103,115
2019-01-02 14:40,PMS70035,69,112,123
2019-01-02 14:41,PMS70035,70,110,117
2019-01-02 14:42,PMS70035,67,103,112
2019-01-02 14:43,PMS70035,64,100,110
2019-01-02 14:44,PMS70035,64,103,110
2019-01-02 14:45,PMS70035,65,100,108
2019-01-02 14:46,PMS70035,69,106,112
2019-01-02 14:47,PMS70035,69,108,118
2019-01-02 14:48,PMS70035,66,107,119
2019-01-02 14:49,PMS70035,69,109,115
2019-01-02 14:50,PMS70035,67,104,115
2019-01-02 14:51,PMS70035,67,107,115
2019-01-02 14:52,PMS70035,65,101,112
2019-01-02 14:53,PMS70035,65,103,113
2019-01-02 14:54,PMS70035,65,101,108
2019-01-02 14:55,PMS70035,70,102,108
2019-01-02 14:56,PMS70035,68,106,113
2019-01-02 14:57,PMS70035,66,105,114
2019-01-02 14:58,PMS70035,66,104,112
2019-01-02 14:59,PMS70035,74,116,126
2019-01-02 15:00,PMS70035,67,107,116
2019-01-02 15:01,PMS70035,66,104,118
2019-01-02 15:02,PMS70035,68,105,116
2019-01-02 15:03,PMS70035,65,104,116
2019-01-02 15:04,PMS70035,67,108,115
2019-01-02 15:05,PMS70035,67,103,113
2019-01-02 15:06,PMS70035,71,105,115
2019-01-02 15:07,PMS70035,67,108,120
2019-01-02 15:08,PMS70035,68,107,123
2019-01-02 15:09,PMS70035,69,111,124
2019-01-02 15:10,PMS70035,71,110,120
2019-01-02 15:11,PMS70035,65,107,119
2019-01-02 15:12,PMS70035,69,107,117
2019-01-02 15:13,PMS70035,69,106,123
2019-01-02 15:14,PMS70035,69,109,121
2019-01-02 15:15,PMS70035,70,110,122
2019-01-02 15:16,PMS70035,71,116,130
2019-01-02 15:17,PMS70035,71,113,119
2019-01-02 15:18,PMS70035,70,113,122
2019-01-02 15:19,PMS70035,72,115,126
2019-01-02 15:20,PMS70035,73,114,129
2019-01-02 15:21,PMS70035,74,116,133
2019-01-02 15:22,PMS70035,72,112,127
2019-01-02 15:23,PMS70035,72,112,125
2019-01-02 15:24,PMS70035,72,111,123
2019-01-02 15:25,PMS70035,71,110,126
2019-01-02 15:26,PMS70035,73,113,128
2019-01-02 15:27,PMS70035,76,120,130
2019-01-02 15:28,PMS70035,76,124,138
2019-01-02 15:29,PMS70035,75,117,123
2019-01-02 15:30,PMS70035,75,119,131
2019-01-02 15:31,PMS70035,71,116,126
2019-01-02 15:32,PMS70035,73,115,126
2019-01-02 15:33,PMS70035,73,118,128
2019-01-02 15:34,PMS70035,70,109,118
2019-01-02 15:35,PMS70035,76,113,120
2019-01-02 15:36,PMS70035,73,111,123
2019-01-02 15:37,PMS70035,77,122,135
2019-01-02 15:38,PMS70035,72,117,128
2019-01-02 15:39,PMS70035,75,114,127
2019-01-02 15:40,PMS70035,73,116,129
2019-01-02 15:41,PMS70035,74,110,116
2019-01-02 15:42,PMS70035,69,114,127
2019-01-02 15:43,PMS70035,73,110,123
2019-01-02 15:44,PMS70035,74,120,135
2019-01-02 15:45,PMS70035,75,115,133
2019-01-02 15:46,PMS70035,71,114,124
2019-01-02 15:47,PMS70035,76,115,126
2019-01-02 15:48,PMS70035,72,117,121
2019-01-02 15:49,PMS70035,72,113,125
2019-01-02 15:50,PMS70035,72,115,126
2019-01-02 15:51,PMS70035,70,114,122
2019-01-02 15:52,PMS70035,71,114,127
2019-01-02 15:53,PMS70035,72,113,127
2019-01-02 15:54,PMS70035,72,110,124
2019-01-02 15:55,PMS70035,75,115,124
2019-01-02 15:56,PMS70035,74,113,127
2019-01-02 15:57,PMS70035,70,110,126
2019-01-02 15:58,PMS70035,70,113,125
2019-01-02 15:59,PMS70035,74,116,120
2019-01-02 16:00,PMS70035,73,119,129
2019-01-02 16:01,PMS70035,73,114,129
2019-01-02 16:02,PMS70035,71,116,125
2019-01-02 16:03,PMS70035,69,111,123
2019-01-02 16:04,PMS70035,69,113,129
2019-01-02 16:05,PMS70035,72,117,127
2019-01-02 16:06,PMS70035,71,113,122
2019-01-02 16:07,PMS70035,71,112,124
2019-01-02 16:08,PMS70035,69,105,115
2019-01-02 16:09,PMS70035,71,114,124
2019-01-02 16:10,PMS70035,73,113,128
2019-01-02 16:11,PMS70035,71,109,119
2019-01-02 16:12,PMS70035,76,118,129
